,AdId,num_faces,face_joylikelihood,face_sorrowLikelihood,face_angerLikelihood,face_surpriseLikelihood,face_description_confidence,landmark_features,labels_description,labels_descriptions_confidence,logo_description,logo_description_confidence,text_descriptions,object_descriptions,object_descriptions_confidence,isAdult,isSpoof,isMedical,isViolence,isRacy
27,A18_02,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo']","[0.9733424782752991, 0.8557851910591125, 0.807834804058075, 0.5327439308166504]",[],[],"['Backpacks Sale - Surfdome.com\nAd www.surfdome.com/Backpacks_Sale\nUp to 60% Off Backpacks Free Delivery & Free Returns!\nSurfdome has 1,282 followers on Google+\n', 'Backpacks', 'Sale', 'Surfdome', 'com', 'www', 'surfdome', 'com', 'Backpacks', 'Sale', 'Off', 'Backpacks', 'Free', 'Delivery', 'Free', 'Returns', 'Surfdome', 'has', '282', 'followers', 'Google']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
28,A18_03,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9753480553627014, 0.8753489255905151, 0.8690993189811707]",[],[],"['Used pool tables for sale\nAd www.the-pool-table-store.co.uk/ 01248 852442\nUk Made Slate Bed Pool Tables Free Delivered By a Family Run Business\nPool Dining Tables - Freeplay Pool Tables\n', 'Used', 'pool', 'tables', 'for', 'sale', 'www', 'the', 'pool', 'table', 'store', '01248', '852442', 'Made', 'Slate', 'Bed', 'Pool', 'Tables', 'Free', 'Delivered', 'Family', 'Run', 'Business', 'Pool', 'Dining', 'Tables', 'Freeplay', 'Pool', 'Tables']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
29,A18_01,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo']","[0.9761397838592529, 0.8790220022201538, 0.8504695296287537, 0.5080958604812622]",[],[],"[""Tents From \xc2\xa317 - 1 to 8 Man Camping Tents | Decathlon\nwww.decathlon.co.uk/C-359116-tents\n****Rating: 4.6 - 1,000 reviews\n... so it's time to discover a huge range of quality tents at Decathlon, with many tents on\nsale. Whether you are taking the family on a camping holiday or going on...\n"", 'Tents', 'From', '\xc2\xa317', 'Man', 'Camping', 'Tents', 'Decathlon', 'www', 'decathlon', '359116', 'tents', 'Rating', '000', 'reviews', 'time', 'discover', 'huge', 'range', 'quality', 'tents', 'Decathlon', 'with', 'many', 'tents', 'sale', 'Whether', 'you', 'are', 'taking', 'the', 'family', 'camping', 'holiday', 'going']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
30,A09_08,0,[],[],[],[],[],[],"['Carrot', 'Vegetable', 'Food group', 'Vegan nutrition', 'Superfood', 'Vegetarian food', 'Cuisine']","[0.8410876393318176, 0.7328925132751465, 0.6838648915290833, 0.6298984289169312, 0.5882988572120667, 0.5656321048736572, 0.522317111492157]",[],[],"['Vegetables\ndland\nVegetables\nby Bulbs and Seeds Direct\n\xc2\xa30.99 + \xe2\x82\xac1.00 delivery\nMore buying choices\n\xc2\xa30.99 new (2 offers)\n', 'Vegetables', 'dland', 'Vegetables', 'Bulbs', 'and', 'Seeds', 'Direct', 'delivery', 'More', 'buying', 'choices', 'new', 'offers']","['Food', 'Food', 'Vegetable']","[0.6485722064971924, 0.5523347854614258, 0.5292055606842041]",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
31,A09_09,0,[],[],[],[],[],[],"['Product', 'Furniture', 'Infant bed']","[0.9618442058563232, 0.7560757994651794, 0.5229780077934265]",[],[],"['Keter Eden Bench Box\nby Keter\n\xc2\xa375.00 \xc2\xa395.00 Prime\nGet it by Tuesday, Aug 25\nMore buying choices\n\xc2\xa375.00 new (6 offers)\nEligible for FREE UK Delivery\n', 'Keter', 'Eden', 'Bench', 'Box', 'Keter', '\xc2\xa375', '\xc2\xa395', 'Prime', 'Get', 'Tuesday', 'Aug', 'More', 'buying', 'choices', '\xc2\xa375', 'new', 'offers', 'Eligible', 'for', 'FREE', 'Delivery']",['Infant bed'],[0.8821161985397339],VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
32,A09_14,0,[],[],[],[],[],[],"['Furniture', 'Room', 'Patio', 'Couch', 'Outdoor furniture', 'Table', 'Plant', 'Interior design', 'Rectangle', 'Sofa bed']","[0.9391127824783325, 0.7646538615226746, 0.7152582406997681, 0.6649194359779358, 0.6583911776542664, 0.6379098296165466, 0.585474967956543, 0.5430720448493958, 0.5338103175163269, 0.5176200866699219]",[],[],"['up to\nNOU% Outdoor\nOutdoor Furniture\nLimited time only!\n', 'NOU', 'Outdoor', 'Outdoor', 'Furniture', 'Limited', 'time', 'only']","['Couch', 'Chair', 'Chair', 'Table', 'Chair']","[0.9375234842300415, 0.7964226603507996, 0.6690214276313782, 0.6620520949363708, 0.5898023247718811]",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
33,A09_15,0,[],[],[],[],[],[],"['Text', 'Pink', 'Font', 'Line', 'Magenta', 'Graphics']","[0.9739410877227783, 0.9482415318489075, 0.9373186230659485, 0.773042619228363, 0.7103594541549683, 0.5036579966545105]",[],[],"['SUMMER SALE\n""50% OFF!\nUp to\nSelected Items\nshop sale >\n', 'SUMMER', 'SALE', 'OFF', 'Selected', 'Items', 'shop', 'sale']",['Pillow'],[0.555812656879425],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
34,A09_12,0,[],[],[],[],[],[],"['Pink', 'Rose', 'Text', 'Font', 'Flower', 'Petal', 'Beauty', 'Yellow', 'Garden roses', 'Cut flowers']","[0.9537018537521362, 0.9188143610954285, 0.9157753586769104, 0.8882409334182739, 0.8875792026519775, 0.8601312041282654, 0.854641318321228, 0.8363301753997803, 0.8000078201293945, 0.7519612908363342]",[],[],"['SUMMER SALE\n20% OFF\nSELECTED POTTED ROSES\n', 'SUMMER', 'SALE', 'OFF', 'SELECTED', 'POTTED', 'ROSES']",[],[],UNLIKELY,VERY_UNLIKELY,POSSIBLE,UNLIKELY,POSSIBLE
35,A09_13,0,[],[],[],[],[],[],"['Furniture', 'Font', 'Table', 'Room', 'Chair', 'Textile', 'Interior design', 'Linens', 'Rectangle']","[0.8564034700393677, 0.8195118308067322, 0.8108838200569153, 0.791129469871521, 0.7087048888206482, 0.6844991445541382, 0.6247112154960632, 0.5975584387779236, 0.5047368407249451]",[],[],"['THE BIG..\nGarden\nFurniture\nSALE\nNOW ON!\nPrices slashed throughout the store!\n', 'THE', 'BIG', 'Garden', 'Furniture', 'SALE', 'NOW', 'Prices', 'slashed', 'throughout', 'the', 'store']","['Chair', 'Packaged goods', 'Table']","[0.8093845844268799, 0.7329198122024536, 0.6190585494041443]",UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
36,A09_11,0,[],[],[],[],[],[],"['Logo', 'Font', 'Grass', 'Plant', 'Label', 'Rectangle', 'Herb', 'Brand', 'Banner', 'Graphics']","[0.8427371978759766, 0.749562680721283, 0.6880232691764832, 0.6731768846511841, 0.5375666618347168, 0.5338103175163269, 0.5238546133041382, 0.5202584266662598, 0.5135267376899719, 0.5036579966545105]",['University of Massachusetts Amherst'],[0.6582825183868408],"['LAST CHANCE!\nMASSIVE\nPLANT SALE\n1000s of plants must go!\nEnds 25th August\nUp to\n50 FF\n', 'LAST', 'CHANCE', 'MASSIVE', 'PLANT', 'SALE', '1000s', 'plants', 'must', 'Ends', '25th', 'August']",['Packaged goods'],[0.5930688977241516],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
37,A09_10,0,[],[],[],[],[],[],['Font'],[0.6857237815856934],[],[],"['FLEXIBLE EXPANDABLE HOSE PIPE\nLIGHT WEIGHT NON KINK WATER\nSPRAY NOZZLE. (Blue, 100 ft)\nby Generic\n\xc2\xa38.80\nMore buying choices\n\xc2\xa35.39 new (31 offers)\n', 'FLEXIBLE', 'EXPANDABLE', 'HOSE', 'PIPE', 'LIGHT', 'WEIGHT', 'NON', 'KINK', 'WATER', 'SPRAY', 'NOZZLE', 'Blue', '100', 'Generic', 'More', 'buying', 'choices', 'new', 'offers']",['Luggage & bags'],[0.5870082378387451],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
38,A09_04,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo', 'Brand']","[0.9757483601570129, 0.8790220022201538, 0.8537460565567017, 0.5535141825675964, 0.5202584266662598]",[],[],"['Seeds Amazon at Amazon\nAd www.amazon.co.uk/garden_and_outdoor\nSave on Seeds Amazon. Free UK Delivery on Eligible Orders\n', 'Seeds', 'Amazon', 'Amazon', 'www', 'amazon', 'garden', 'and', 'outdoor', 'Save', 'Seeds', 'Amazon', 'Free', 'Delivery', 'Eligible', 'Orders']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
39,A09_05,0,[],[],[],[],[],[],"['Text', 'Product', 'Font', 'Line']","[0.9737935066223145, 0.8828333020210266, 0.8667431473731995, 0.8469058871269226]",[],[],"[""Plant Sale 50% off - RHS Plants\nwww.rhsplants.co.uk/rhs-plantsale/\nPlant Sale 50% off. ... Plant Sale 50% off. Buxus sempervirens 6 plants \xc2\xa335.94 \xc2\xa3\n17.97 Lavandula angustifolia 'Hidcote' 6 plants - \xc2\xa329.94 \xc2\xa314.97\n"", 'Plant', 'Sale', 'off', 'RHS', 'Plants', 'www', 'rhsplants', 'rhs', 'plantsale', 'Plant', 'Sale', 'off', 'Plant', 'Sale', 'off', 'Buxus', 'sempervirens', 'plants', '\xc2\xa335', 'Lavandula', 'angustifolia', 'Hidcote', 'plants', '\xc2\xa329', '\xc2\xa314']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
40,A09_07,0,[],[],[],[],[],[],"['Product', 'Drink', 'Liqueur', 'Liquid', 'Bottle', 'Distilled beverage']","[0.9529739618301392, 0.8838226199150085, 0.8793049454689026, 0.7867163419723511, 0.6042395830154419, 0.5818113684654236]",['Serbia Broadband'],[0.5926377177238464],"['SB\nPLANT\nMIQOMATON\nSB Plant Invigorator 500ml\nby Stan Bourard\n\xc2\xa315.75\nMore buying choices\n\xc2\xa315.75 new (3 offers)\n', 'PLANT', 'MIQOMATON', 'Plant', 'Invigorator', '500ml', 'Stan', 'Bourard', '\xc2\xa315', 'More', 'buying', 'choices', '\xc2\xa315', 'new', 'offers']",['Bottle'],[0.900825560092926],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
41,A09_06,0,[],[],[],[],[],[],"['Flower', 'Plant', 'Lavender', 'Lavender', 'Grass', 'Text', 'Grass family', 'English lavender', 'Flowering plant', 'Hyssopus']","[0.9314441084861755, 0.9074227213859558, 0.8888694047927856, 0.885832667350769, 0.8681860566139221, 0.8524878621101379, 0.8104648590087891, 0.7841114401817322, 0.7814147472381592, 0.7235720753669739]",[],[],"[""Pack x6 English Lavender Angustifolia\n'Hidcote' Perennial Garden Plug Plants\nby plugplants.net\n\xc2\xa35.10 + \xc2\xa33.74 delivery\nMore buying choices\n\xc2\xa34.00 new (2 offers)\n"", 'Pack', 'English', 'Lavender', 'Angustifolia', 'Hidcote', 'Perennial', 'Garden', 'Plug', 'Plants', 'plugplants', 'net', 'delivery', 'More', 'buying', 'choices', 'new', 'offers']",['Plant'],[0.8938654661178589],VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
42,A09_02,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9806565046310425, 0.8996278643608093, 0.8339628577232361]",[],[],"['Outdoor Plants up to 70% off\nwww.xxl-sale.co.uk/Outdoor+Plants\nNow or never: Outdoor Plants sale.\nOutdoor Plants super cheap!\n', 'Outdoor', 'Plants', 'off', 'www', 'xxl', 'sale', 'Outdoor', 'Plants', 'Now', 'never', 'Outdoor', 'Plants', 'sale', 'Outdoor', 'Plants', 'super', 'cheap']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
43,A09_03,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9828534126281738, 0.8955276608467102, 0.8567731976509094]",[],[],"['Plant Seeds For Sale - Living the Organic Lifestyle?\nAd www.kgi.org/\nHelp us grow a healthier world.\nKitchen Gardeners International has 317 followers on Google+\nKitchen Gardening 101 - About KGI - World Kitchen Garden Day\n', 'Plant', 'Seeds', 'For', 'Sale', 'Living', 'the', 'Organic', 'Lifestyle', 'www', 'kgi', 'org', 'Help', 'grow', 'healthier', 'world', 'Kitchen', 'Gardeners', 'International', 'has', '317', 'followers', 'Google', 'Kitchen', 'Gardening', '101', 'About', 'KGI', 'World', 'Kitchen', 'Garden', 'Day']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
44,A09_01,0,[],[],[],[],[],[],"['Text', 'Font', 'Product', 'Line']","[0.9768984317779541, 0.8854238986968994, 0.8828333020210266, 0.8567731976509094]",[],[],"['Warehouse Clearance\nwww.signaturehomesandgardens.co.uk/\nGarden Furniture & Water Features\nLimited stock and Amazing prices\n', 'Warehouse', 'Clearance', 'www', 'signaturehomesandgardens', 'Garden', 'Furniture', 'Water', 'Features', 'Limited', 'stock', 'and', 'Amazing', 'prices']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
45,A11_08,0,[],[],[],[],[],[],"['Text', 'Line', 'Font', 'Furniture']","[0.8901308178901672, 0.7295002341270447, 0.6857237815856934, 0.5674918293952942]",[],[],"['More options available\nEx-Chainstore Value Range Polyester\nHollowfibre Cushion Inner Pad, 45 x 45\nCm, 4 Pack\nby Chic at Home\n\xc2\xa34.29\nMore buying choices\n\xc2\xa30.01 new (19 offers)\nFree shipping with purchase of 1 items See Details\n', 'More', 'options', 'available', 'Chainstore', 'Value', 'Range', 'Polyester', 'Hollowfibre', 'Cushion', 'Inner', 'Pad', 'Pack', 'Chic', 'Home', 'More', 'buying', 'choices', 'new', 'offers', 'Free', 'shipping', 'with', 'purchase', 'items', 'See', 'Details']","['Pillow', 'Pillow']","[0.923763632774353, 0.9097758531570435]",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
46,A11_09,0,[],[],[],[],[],[],"['Font', 'Rectangle']","[0.6857237815856934, 0.5047368407249451]",[],[],"['More options available\nPremier Housewares Table Mirror -\nWooden\nby Premier Housewares\n\xc2\xa314.45 \xc2\xa317.99\nOnly 12 left in stock - order soon.\nMore buying choices\n\xc2\xa311.46 new (10 offers)\n', 'More', 'options', 'available', 'Premier', 'Housewares', 'Table', 'Mirror', 'Wooden', 'Premier', 'Housewares', '\xc2\xa314', '\xc2\xa317', 'Only', 'left', 'stock', 'order', 'soon', 'More', 'buying', 'choices', '\xc2\xa311', 'new', 'offers']",['Mirror'],[0.9094874858856201],VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
47,A11_14,0,[],[],[],[],[],[],"['White', 'Furniture', 'Product', 'Room', 'Bed', 'Beige', 'Couch', 'Interior design', 'studio couch', 'Living room']","[0.9654507637023926, 0.9646281003952026, 0.8828333020210266, 0.8731352090835571, 0.8130033612251282, 0.7682120203971863, 0.7624512910842896, 0.7475917339324951, 0.7252010703086853, 0.6930056810379028]",[],[],"['SALE\nWINTER SALE now on\nup to\n15%\nOFF\nAusten\nKING SIZE 1016\n', 'SALE', 'WINTER', 'SALE', 'now', 'OFF', 'Austen', 'KING', 'SIZE', '1016']","['Bed', 'Chair']","[0.8492230772972107, 0.8065131306648254]",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY
48,A11_15,0,[],[],[],[],[],[],"['Cameras & optics', 'Camera', 'Material property', 'Digital camera', 'Camera accessory']","[0.9041644334793091, 0.8621978163719177, 0.6991998553276062, 0.6238365173339844, 0.6110420823097229]",['Woolmark'],[0.9193898439407349],"['1997 AEG launches the first A rated\nheat pump tumble dryer\nperfekt in Form und funktion\nPerfekt\nInnovation\nDAEG\nUP TO \xc2\xa370\nono CASHBACK\n2011 AEG Awarded Gold Woolmark for\nthe gentlest steam cycle that takes care of\nwool, silks and even refreshes suits\nON SELECTED AEG APPLIANCES\n', '1997', 'AEG', 'launches', 'the', 'first', 'rated', 'heat', 'pump', 'tumble', 'dryer', 'perfekt', 'Form', 'und', 'funktion', 'Perfekt', 'Innovation', 'DAEG', '\xc2\xa370', 'ono', 'CASHBACK', '2011', 'AEG', 'Awarded', 'Gold', 'Woolmark', 'for', 'the', 'gentlest', 'steam', 'cycle', 'that', 'takes', 'care', 'wool', 'silks', 'and', 'even', 'refreshes', 'suits', 'SELECTED', 'AEG', 'APPLIANCES']",['Packaged goods'],[0.6772034764289856],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
49,A11_12,0,[],[],[],[],[],[],"['Text', 'Line']","[0.8524878621101379, 0.7295002341270447]",[],[],"['MONOQI\nMONOQI, .\nTT\nShop\nnow\nSociety\n', 'MONOQI', 'MONOQI', 'Shop', 'now', 'Society']",['Lighting'],[0.502069890499115],VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
50,A11_13,0,[],[],[],[],[],[],"['Electronics', 'Technology', 'Audio equipment']","[0.7916135191917419, 0.6757805347442627, 0.5966783165931702]",['Clamato'],[0.6293530464172363],"['HUGE DISCOUNTS\nClearance\nLAUNDRY - REFRIGERATION OVENS - HOBS - TELEVISIONS\nHOBS. COOKER HOODS - DISHWASHERS & MUCH MORE\nSAVE\nSALE TA\n70%\n', 'HUGE', 'DISCOUNTS', 'Clearance', 'LAUNDRY', 'REFRIGERATION', 'OVENS', 'HOBS', 'TELEVISIONS', 'HOBS', 'COOKER', 'HOODS', 'DISHWASHERS', 'MUCH', 'MORE', 'SAVE', 'SALE']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
51,A11_11,0,[],[],[],[],[],[],"['Furniture', 'Living room', 'Couch', 'Room', 'Recliner', 'Chair', 'Sofa bed', 'Table', 'Wood', 'Beige']","[0.9804185032844543, 0.9432634711265564, 0.9166185855865479, 0.887448787689209, 0.864109456539154, 0.8415862917900085, 0.8301333785057068, 0.7829301357269287, 0.7726720571517944, 0.7488648891448975]",[],[],"['SAVE\nOVER\n50%\nON RRRP:\n200 SUITES TO CLEAR\n\xc2\xa3500,000 OF STOCK JUST IN\nALL MUST GO!\nSHOP NOW\n', 'SAVE', 'OVER', 'RRRP', '200', 'SUITES', 'CLEAR', '\xc2\xa3500', '000', 'STOCK', 'JUST', 'ALL', 'MUST', 'SHOP', 'NOW']","['Couch', 'Cabinetry']","[0.8265959620475769, 0.5618997812271118]",UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
52,A11_10,0,[],[],[],[],[],[],"['Product', 'Major appliance', 'Technology', 'Home appliance', 'Electronic device', 'Small appliance', 'Kitchen appliance']","[0.9462587833404541, 0.7979504466056824, 0.6757805347442627, 0.632491409778595, 0.6098915934562683, 0.5937637686729431, 0.5890254974365234]",[],[],"['Samsung RFG23UERS1 - 525 litre G-\nSeries Fridge Freezer, No Frost\nby Samsung\n\xc2\xa31,519.99\nMore buying choices\n\xc2\xa31,519.99 new (3 offers)\n', 'Samsung', 'RFG23UERS1', '525', 'litre', 'Series', 'Fridge', 'Freezer', 'Frost', 'Samsung', '519', 'More', 'buying', 'choices', '519', 'new', 'offers']",['Refrigerator'],[0.965305507183075],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
53,A11_04,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9783336520195007, 0.8616248369216919, 0.8504695296287537]",[],[],"['Washers from \xc2\xa3159.99 - Unbeatable Deals Online & Instore\nAd www.currys.co.uk/Washing Machines\n4.2 **** rating for currys.co.uk\nFree Next Day Delivery Available.\nWashing Machine Deals Premium Washing Machines - Installation Service\nCurrys PC World has 120,480 followers on Google+\nCheap Washing Machines - Full Installation Service - Built-in Washing Machines\n', 'Washers', 'from', '\xc2\xa3159', 'Unbeatable', 'Deals', 'Online', 'Instore', 'www', 'currys', 'Washing', 'Machines', 'rating', 'for', 'currys', 'Free', 'Next', 'Day', 'Delivery', 'Available', 'Washing', 'Machine', 'Deals', 'Premium', 'Washing', 'Machines', 'Installation', 'Service', 'Currys', 'World', 'has', '120', '480', 'followers', 'Google', 'Cheap', 'Washing', 'Machines', 'Full', 'Installation', 'Service', 'Built', 'Washing', 'Machines']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
54,A11_05,0,[],[],[],[],[],[],"['Text', 'Product', 'Font', 'Line', 'Logo', 'Brand']","[0.9727203249931335, 0.8828333020210266, 0.8667431473731995, 0.7984547019004822, 0.6445081830024719, 0.5451956391334534]",[],[],"['Ads\nBeds Sale Up to 50% off\nwww.bedroomworld.co.uk/Bed_Sale\nOver 10,000 Beds to Choose From.\nAvailable for Delivery Tomorrow.\n', 'Ads', 'Beds', 'Sale', 'off', 'www', 'bedroomworld', 'Bed', 'Sale', 'Over', '000', 'Beds', 'Choose', 'From', 'Available', 'for', 'Delivery', 'Tomorrow']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
55,A11_07,0,[],[],[],[],[],[],"['Text', 'Wall clock', 'Clock', 'Font', 'Line', 'Brand', 'Home accessories']","[0.9157753586769104, 0.8789297342300415, 0.8720683455467224, 0.7825835347175598, 0.7295002341270447, 0.565345048904419, 0.5482267737388611]","[""Neal's Yard Remedies""]",[0.6891940236091614],"['11\nME\nX XI\nVINTAGE\n7\n14 HAY\nSee Colour Options\nPremier Housewares Vintage Home\nWall Clock - Cream\nby Premier Housewares\n\xc2\xa36.97 \xc2\xa39.49 Prime\nOnly 4 left in stock - order soon.\nMore buying choices\n\xc2\xa36.56 new (9 offers)\nEligible for FREE UK Delivery\n', 'VINTAGE', 'HAY', 'See', 'Colour', 'Options', 'Premier', 'Housewares', 'Vintage', 'Home', 'Wall', 'Clock', 'Cream', 'Premier', 'Housewares', 'Prime', 'Only', 'left', 'stock', 'order', 'soon', 'More', 'buying', 'choices', 'new', 'offers', 'Eligible', 'for', 'FREE', 'Delivery']",['Clock'],[0.8076136708259583],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
56,A11_06,0,[],[],[],[],[],[],"['Cylinder', 'Line', 'Beverage can']","[0.8363440632820129, 0.7871313095092773, 0.5688467025756836]",[],[],"['1home Silver Steel Automatic Sensor\nTouchless Waste Dust Bin for Kitchen\nOffice 58L LITRE\nby 1home\n\xc2\xa329.99 + \xc2\xa36.99 delivery\n', '1home', 'Silver', 'Steel', 'Automatic', 'Sensor', 'Touchless', 'Waste', 'Dust', 'Bin', 'for', 'Kitchen', 'Office', '58L', 'LITRE', '1home', '\xc2\xa329', 'delivery']",['Waste container'],[0.7972350120544434],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
57,A11_02,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9807629585266113, 0.8908471465110779, 0.8690993189811707]",[],[],"['Bath Homes Sale - Buy Your Perfect House In Bath\nAd www.knightfrank.co.uk/Sales 01225 325999\nSpeak To Our Local Area Specialists\nSeamless Property Buying. The Most Desirable Houses Property Experts\nBath New Builds - Speak To A Bath Agent - Living In Bath - Agency Testimonials\n', 'Bath', 'Homes', 'Sale', 'Buy', 'Your', 'Perfect', 'House', 'Bath', 'www', 'knightfrank', 'Sales', '01225', '325999', 'Speak', 'Our', 'Local', 'Area', 'Specialists', 'Seamless', 'Property', 'Buying', 'The', 'Most', 'Desirable', 'Houses', 'Property', 'Experts', 'Bath', 'New', 'Builds', 'Speak', 'Bath', 'Agent', 'Living', 'Bath', 'Agency', 'Testimonials']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
58,A11_03,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Brand', 'Logo']","[0.9768984317779541, 0.8932687640190125, 0.8226431012153625, 0.5202584266662598, 0.5080958604812622]",[],[],"['Ovens Cookers up to 75% off\novens-cookers.xxl-sale.co.uk/\nNow or never: Ovens Cookers sale.\nOver 1,000,000 happy customers!\n', 'Ovens', 'Cookers', 'off', 'ovens', 'cookers', 'xxl', 'sale', 'Now', 'never', 'Ovens', 'Cookers', 'sale', 'Over', '000', '000', 'happy', 'customers']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
59,A11_01,0,[],[],[],[],[],[],"['Text', 'Product', 'Font', 'Line', 'Logo', 'Brand', 'Screenshot']","[0.9703189134597778, 0.9103112816810608, 0.8753489255905151, 0.7547606229782104, 0.5535141825675964, 0.5451956391334534, 0.5230358242988586]",[],[],"['Ads\nHoover 9Kg Condenser\nwww.applianceuniverse.co.uk/\nWere \xc2\xa3349 now \xc2\xa3199\nPlus free delivery this week only\n', 'Ads', 'Hoover', '9Kg', 'Condenser', 'www', 'applianceuniverse', 'Were', '\xc2\xa3349', 'now', '\xc2\xa3199', 'Plus', 'free', 'delivery', 'this', 'week', 'only']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
60,A07_08,0,[],[],[],[],[],[],"['Text', 'Technology', 'Games', 'Home game console accessory', 'Font', 'Electronic device', 'Fictional character']","[0.9079559445381165, 0.7320890426635742, 0.7286816835403442, 0.716590940952301, 0.6857237815856934, 0.6098915934562683, 0.5859824419021606]","['Nintendo', 'WESTbahn', 'Prima televize']","[0.6566627025604248, 0.5869346857070923, 0.5855012536048889]","['Wii\nSEDDA\nCSI\n7\nThe Legend of Zelda: The\nWind Waker HD\nNintendo\nNintendo Wii U\n* A X (108)\n\xc2\xa337.37 Prime\n', 'Wii', 'SEDDA', 'CSI', 'The', 'Legend', 'Zelda', 'The', 'Wind', 'Waker', 'Nintendo', 'Nintendo', 'Wii', '108', '\xc2\xa337', 'Prime']",['Packaged goods'],[0.6343123316764832],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
61,A07_09,0,[],[],[],[],[],[],"['Product', 'Text', 'Technology', 'Multimedia', 'Fictional character', 'Brand', 'Advertising']","[0.9252941012382507, 0.8692919611930847, 0.7320890426635742, 0.687913179397583, 0.6590808033943176, 0.5202584266662598, 0.5091468095779419]",[],[],"['BISA\nPS4 Console with Batman:\nArkham Knight\nSony\nPlayStation 4\n(34)\n\xc2\xa3336.10\n', 'BISA', 'PS4', 'Console', 'with', 'Batman', 'Arkham', 'Knight', 'Sony', 'PlayStation', '\xc2\xa3336']",['Packaged goods'],[0.6613520979881287],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
